x1,x2
-14.952995028148905,-0.28560102864411263
-17.406881070013153,3.4951999194563257
-14.122141778765066,0.7122421921328694
-16.96832706899795,-0.8600502444101972
-15.837062273106923,4.610789021212013
-15.450553554312487,2.663563838408078
-17.676057399187787,1.1036389702524063
-15.439262541611997,3.86576442206438
-15.054077214082563,2.862639112446509
-15.052753736025338,0.09117759186796981
-16.9071254897263,-0.06028647250759489
-12.531825221320855,2.8963595680377634
-15.23918212992052,1.318730332211507
-14.527778890165052,2.9807528709822075
-16.262406231958547,2.567160749049833
-15.274805500927659,0.5992062530020625
-12.621254974148739,0.22882751375696309
-16.00733566145358,-1.3292901874303231
-14.20855441023465,4.0095229778350046
-15.030881824298659,0.29641047291960243
-12.236669028095115,4.364521058271928
-15.206087274700526,2.7739160594424557
-13.230036789622668,1.3963972062515226
-12.70105775155199,4.65745982798406
-18.698403478603996,-0.18871665770500634
-15.68751097205808,2.395228359064283
-13.125110318566612,2.186518204635484
-18.86549353103257,2.6615690769602978
-11.742128819700609,-1.4937251393446882
-12.566526875709823,1.8378197608784101
-13.710533618189778,4.6501151214913605
-16.531731017653623,4.286885620516402
-18.17665570479659,0.055513419223064187
-17.63934218394249,2.2432344765500627
-13.710679216603236,6.02948690547089
-16.58993411754189,6.444013279178879
-12.248229191912095,2.4330784127875242
-13.540769122456147,1.365954123393195
-14.13529359974795,2.5680579694592245
-13.864857275785125,3.9691476506674164
-15.428137747946257,5.139818241052938
-14.431363034421528,2.69419654628765
-17.346822123006156,1.085449242058036
-14.733780977966488,5.236844353633839
-14.198969373105632,4.384919380647722
-16.374946078331995,6.334593202025481
-13.633383701448404,0.8187982108295158
-17.180160132046694,3.597639404037043
-14.553760761786995,1.0920258450471905
-12.678516360774411,4.1656969831387185
-16.865800414884315,3.3083550011150624
-17.001388064532975,1.9741829692396684
-15.98494158672148,3.292725469960922
-16.89369988132877,3.0565489098914185
-17.013879231345296,-2.422209807047823
-14.456180212184899,3.8484963406256414
-11.861135485138874,4.989309508719315
-15.263322332933047,1.3587529508978002
-14.993636720435648,3.8138117929023787
-14.250203349427613,5.707203424603345
-13.436791740183978,2.453269513571366
-11.840981875332591,2.599748848334293
-13.550203297522067,2.092877965475225
-15.917814979292933,1.3817071370557867
-15.577074018481692,3.2929003176714113
-14.181057995760561,5.157782036600505
-18.15462779993252,5.167608231184612
-16.27760450204066,1.5667340832461834
-14.626684845561254,1.9697179267453762
-14.561859354948794,3.4879386296983124
-13.858254710067666,2.949779494805774
-18.67358447240564,2.4356171260627493
-15.331035353816013,2.353953246106599
-14.953999542265825,3.52066219928153
-16.96381010144958,4.001503628629252
-13.2831389465079,1.790348679380582
-15.598568506686437,2.6688183742118534
-13.857359679112077,3.5352811493048835
-16.44940873202879,4.713806918616264
-15.188837547148236,-0.7837549516892262
15.91015474950904,15.973887730168263
17.489228897242814,10.267309724277002
15.599918767779942,13.092133179151682
18.398935081549595,15.584987800345797
13.253323718570755,11.53788699309784
16.122466562067185,10.647428079955175
14.094122893754003,13.941876802554464
17.631188290115432,14.959504254916164
17.203923997145083,12.023944211714166
19.678066428413082,11.207850830388955
17.308703789243687,12.8559365817026
16.182464947149626,12.54891315116919
16.303363192543557,15.50765989926739
8.925887613245397,10.79893175503269
18.443686771141397,12.934361252264454
12.88739515480146,14.01544017869942
13.541905350936773,11.833523263702986
14.144940955372496,9.386772699512102
14.513948367766083,13.363925514360181
16.59095709856677,15.104042000019618
15.846795418943827,12.305991166426246
15.678838460585277,14.729347347179527
13.772973766437584,10.004672677089408
15.062379285243972,11.786436545662598
16.168590096482422,14.331187959015288
17.105119118899673,11.372243974109676
16.678332131770382,14.322468357590653
13.108665310312718,15.019220400120274
16.703896819434483,11.928544550530825
19.40293851297227,11.871736227763618
18.15191171761245,13.175459942565102
13.773004914785309,11.644126709730543
14.347430345302977,11.863004665380707
14.99698345186719,13.95836422255775
19.1327071587856,12.8667159333346
17.535234788065512,14.212869740559919
17.538056639185154,11.591095958876553
14.796791110981987,15.388593660493601
14.769762616270517,10.481488123839439
10.429101168353423,13.700107995418806
15.58066231881315,13.811049315451502
15.44859195212502,7.917648428821656
13.668664280527178,15.365936766456093
19.20031924087337,12.215700119108355
18.28087266378825,16.833510152473618
16.483097163012346,13.672972546741727
14.83151077730273,16.73288210700005
18.675363504656993,8.862311470918389
14.354207127306905,9.777783253926696
17.300997665319073,11.745723404973274
16.341120746682886,13.384406046723049
15.951677445939353,15.494308269932427
17.03152615994569,12.055639905916522
15.263249997101092,10.207752267989932
12.801585454050523,11.562001551600495
18.02364921757485,11.273217051027176
17.493422200870526,15.18387439147153
13.860450194527814,15.659228344011806
20.674139843873036,13.938791587640333
15.315166196271857,11.838118236188434
15.894785352094067,12.105480409897618
15.722071389693125,12.949035774139237
15.824492519686073,14.049468057921022
16.018307068267628,9.712302217340167
17.705567242490766,15.626980594364978
20.9125780443264,12.76352280475218
14.499685219115964,9.65110376615682
16.274098520807332,15.347291204899545
14.878235943603723,12.714007004019887
19.166836492436737,11.355206057064146
15.8852879949719,10.121304494710634
12.05158447308925,12.032638209649011
17.486333284997723,17.461535911797924
16.28863438744871,14.257978102775274
16.38718585945681,11.509269870709177
17.42525291391489,11.62376076245532
17.066307154252364,13.220107385467042
18.606483206892882,12.780872731399127
14.471904219608394,13.179014423090159
17.90502334150085,14.208415343493831
12.915874002712933,-7.283249934030191
16.138479590205332,-5.907119145841728
13.389115572235786,-4.125991115581186
12.210302620377007,-5.54713586326919
15.66062675847052,-7.441090817508577
9.798110458242808,-2.652864976503527
20.435992913791182,-4.423163765751042
17.342944405108703,-7.328836923042741
10.801953147660608,-9.4794357102095
16.172836348794753,-6.417318576232374
11.603953232351039,-7.093758219266028
11.176703611982953,-5.470614201017811
14.172637687630097,-4.1282441223898125
11.843931401265435,-0.7698627421223927
15.79405956688078,-5.607104671544755
12.735626381534615,-5.414610045804797
14.733562541082973,-5.530106578893032
15.158982814984737,-7.045525671763397
14.48108409105805,-8.473210946545793
17.092373005629078,-7.329234453407226
15.227952947131849,-2.1337848745680787
12.31728592701598,-4.007406458478102
11.369368174747065,-4.204311814796643
12.459971371671749,-6.62199634440048
13.438712724908148,-5.717014252015915
13.505999433668748,-1.1749873743985013
14.472193548761751,-2.2103878594750426
16.270183586772653,-5.391124188953935
14.413100895917102,-3.337668217505106
14.457692957405293,-5.968083317812501
13.803309105418013,-7.259794118346867
11.707977732644665,-2.6059329548318293
15.43807684209693,-8.556415276208476
14.989688121601661,-3.332256433436838
16.22487606742383,-8.250610262189657
15.327211689563425,-6.734437323763707
13.51071337287034,-8.270915005603566
11.107951708920991,-8.085098700068981
14.947300038871614,-4.3352687406388934
17.899596899683868,-6.354914988179025
14.850589379002946,-8.063425951108691
15.335813222589849,-3.1469795623147476
11.868706061068728,-5.326063249545465
16.161412649027227,-2.047617638248196
14.75781406142117,-5.781633516369261
12.538120509506507,-7.4599915584523835
13.055633931700784,-8.276271380759852
14.396978749398475,-6.888914882361919
11.40888681243013,-5.555512230830293
8.814063057768585,-5.655113320648156
13.828018125072695,-9.272687128910247
11.009073287477072,-3.5520135304700546
11.39984661225131,-9.524989234655985
15.466472231152268,-6.65511085163655
11.674661521010263,-5.914517835951859
12.562614332824088,-3.0759143591510894
15.017228668989755,-8.13103393269218
11.766185378588148,-11.94069716341525
12.549536106780108,-3.909536260225667
14.883672713309355,-9.372586242868554
12.310647838709919,-8.755098595886144
12.37770784158884,-5.509973434314327
13.192720077542495,-7.456761988935012
18.35188588402943,-5.823802635214388
13.541995952609392,-6.136916564109212
14.580997625705457,-4.616010887673124
14.470693401798739,-9.628141273402782
14.995047514722527,-6.002262977531707
14.894215979946983,-6.963063773681771
12.03975711897701,-8.35012627845983
10.958437254079568,-4.200294366435676
14.737727828693565,-3.4494066502880574
12.62857015966463,-7.334262910788533
12.16485428203426,-6.980598707032475
14.655937479451914,-3.4948578763595943
10.028991659510043,-8.065313727614353
13.63190734130186,-5.651479139558224
12.707716319427321,-3.6853713368111727
13.480672898480284,-7.426954839314384
15.04375791228222,-6.834699535404932
-13.123302068824195,-5.741785992398002
-14.327922334223922,-9.800329391134998
-20.979645131161664,-6.089546815662494
-16.146017515747715,-9.403567177709357
-17.1119781637065,-8.976265884988786
-15.303748763803414,-4.962277746188191
-17.623417600654648,-8.076604258389766
-16.898834783086556,-10.72269197988106
-17.13437322902485,-5.037778910151384
-17.27441002296809,-8.655857601273176
-15.765983581859402,-7.363055425079509
-18.216935607710944,-7.347768028357759
-13.139765733202296,-6.878368189778793
-12.818834369825382,-1.4678104269031405
-15.303243316477865,-7.26625603276371
-14.4072109883312,-8.67704017338005
-17.10347581555128,-4.968019553266332
-13.333215438730084,-7.39193862136006
-17.39162099002872,-4.169539485701592
-14.028544181824712,-10.572887843925818
-15.475882654850004,-5.283845484688022
-15.288507275050105,-4.444288850312525
-16.10745157526054,-12.276387016800381
-14.416682257580923,-4.880642499057125
-15.397237031904647,-7.511174500025739
-20.7440537670643,-4.984808293447558
-14.904944955213862,-6.701729695474722
-13.817717511775182,-6.521730183843636
-19.311773486080632,-8.078571195924026
-13.265767135470655,-4.6192907878243155
-15.648021474291632,-6.177411065013465
-13.49913453946577,-8.226138037706267
-14.29301526570766,-7.095287991307503
-18.692023054148272,-5.75675272573932
-14.974243736061377,-8.728745691374888
-15.928301220067587,-4.773634516616071
-19.11387607871699,-7.024536416614358
-14.16485269994077,-7.3780833697993575
-15.12811020700876,-7.275351961056809
-15.257812708115399,-9.310710330731332
-13.656775173009166,-8.50204428947445
-15.764372484090284,-5.396207991992458
-15.443183576608604,-11.163262290930334
-17.095913435918536,-7.565855669133098
-17.031517016185905,-6.214029620576121
-15.31746463597051,-11.52543854241777
-15.493745568997337,-7.595524127758006
-19.145759224682205,-6.140006126799621
-15.608264468849722,-12.1333851604177
-15.694665764150004,-8.386973727804293
-19.9953667520858,-7.570278484476779
-14.443940470648243,-5.779000512201299
-19.272223178348266,-10.010109984282904
-17.33597595782173,-6.106522028915482
-14.795056438417623,-8.455208183703597
-14.679335225516082,-6.828589266536011
-12.308319832700505,-6.609119891532014
-16.930217815969506,-6.67447417680453
-15.004529775676685,-6.771727229791291
-19.714152041524958,-7.599416546852707
-17.810765625192868,-6.195983222083948
-13.358900157823168,-5.528005850332306
-18.924353736996245,-4.9052271777902
-16.55596825174481,-11.20106945302762
-19.975713370970738,-8.810555967596622
-16.16719568407395,-7.23277010178398
-14.531410216394546,-5.436536843922321
-18.04083586384594,-3.5638498152106286
-13.617612789211657,-8.012828630460149
-17.790273759474676,-8.188833247729205
-17.45597949105445,-8.250192614864027
-15.802734412759222,-3.8472623302417626
-17.1095160012582,-7.26992908862658
-14.826705076796934,-7.1169505387535565
-13.959030846248096,-10.37151497471437
-14.140589885011671,-7.481436755972029
-20.34305478742003,-8.692564522709237
-16.201018974905633,-4.797759342887683
-16.662451217385396,-6.936547382572523
-15.983297919341197,-5.223856194912078
19.655587673407332,12.182502195064549
27.51260031729099,10.56010028319755
26.20144316936529,11.951704422503196
26.960389546559803,11.19688504325935
22.884116428747475,14.171490469814264
25.013666815928037,12.443721541589108
27.804658134518466,14.333103332618856
28.58414986825844,15.366402556892316
23.449158038367095,12.423011462402558
27.288186199155323,12.218720011064564
25.76799600675329,7.6132890798512465
24.5029556838022,12.213902764397112
24.142435905307465,9.847447500659495
25.98208214130973,12.212716791773627
23.522279676157993,14.547566982826313
26.048736716087532,13.677777934592834
25.47030161667985,11.52287230791036
25.766053518307245,11.979789342748264
24.94558968625954,14.046038251092607
24.014064758217614,17.417242519467727
29.821870315595515,11.755752582875221
23.943563153046284,11.28036805162873
29.04571453696367,16.770439126561318
24.326142511701285,15.253859592083076
27.642893082559137,9.669591614869553
22.13966586354177,12.154449261126455
27.057874067841357,13.684694815291582
26.51327945912095,12.434486673383613
27.823708284864832,14.37466159103432
26.948525806547728,14.76677274853794
26.71380177747019,16.28548655414446
24.140956810152332,10.589124695185255
24.88819616658116,9.902417580197367
24.711876333714596,13.127302076799525
29.734365959308462,14.631730143955759
22.815805353108168,12.794045698735644
25.822918992459094,11.777900733436516
22.448843168500957,14.739420024135905
26.094794030987,13.381222253226433
29.58280801982765,14.617479345694989
29.032826527649384,13.913525013410432
27.484911973779194,12.863624070467521
26.475841270241272,13.985688229095553
23.287423345504017,13.741567296575292
25.311240408662556,11.615320163245766
27.08844551733067,12.27129045321419
25.311077796173315,13.982637567264115
26.640151820767226,14.24688015114009
28.907321657496666,14.469849328505212
25.072739136620676,10.528034606482564
24.297686469381187,11.062213370505043
26.127899546226118,10.348700365121111
22.088373182667816,11.368038605114531
25.352514455085487,12.352237290149086
21.902609000571776,15.246511082241836
25.89029623286686,11.734190933488673
25.735314414136365,12.87878499346306
25.915005771859775,12.08693725845618
24.204397652012986,10.015021728252986
23.533975814307787,14.89994535826664
23.537898516889683,13.57364375809286
30.19645155479052,14.226481241301224
28.77595900846404,13.587741827406795
28.40383742095974,17.215593424385553
22.419102255931275,17.0057632853814
26.662674473324213,14.489844585367235
26.224055553932093,11.922382785010136
27.482792446265165,12.204471460946019
24.01659135051675,14.217687205730824
26.67810873433981,15.699286655946983
22.548158217002722,11.961636481413864
21.022107493950788,11.977275359641965
26.23771158241534,13.892187069850227
24.881238564999343,13.553338316603094
27.023015851639318,11.462856579995364
25.477086654866014,10.963248601480771
26.6942922282459,11.27659889580275
28.13724660279988,14.511406917482837
22.612999419417807,12.285449010796622
26.42368011771811,11.158611529213031
